Date,Open,High,Low,Close,Adj Close,Volume
2020-03-01,23.700001,25.100000,10.270000,14.300000,13.238501,416742700
2020-04-01,13.690000,18.790001,13.290000,17.559999,16.256508,239468200
2020-05-01,17.209999,19.750000,16.330000,19.100000,18.150700,168749200
2020-06-01,19.129999,22.330000,17.280001,18.170000,17.266922,175795100
2020-07-01,18.170000,18.700001,16.570000,17.600000,16.725252,165703300
2020-08-01,17.520000,19.139999,17.200001,17.559999,17.098984,148623300
2020-09-01,17.510000,17.770000,14.900000,15.790000,15.375454,176199000
2020-10-01,15.760000,17.830000,15.350000,16.570000,16.134975,173697500
2020-11-01,16.639999,20.620001,16.370001,19.400000,19.400000,173642400
2020-12-01,19.660000,21.920000,19.379999,19.590000,19.590000,172395600
2021-01-01,20.010000,23.150000,19.280001,23.129999,23.129999,88674000
