Date,Open,High,Low,Close,Adj Close,Volume
2012-11-01,34.770000,34.900002,31.930000,33.810001,23.692602,110907600
2012-12-01,34.060001,35.500000,33.310001,35.330002,24.757765,87174400
2013-01-01,35.820000,38.209999,35.740002,37.459999,26.250360,126811000
2013-02-01,37.740002,38.169998,35.889999,37.070000,26.235720,88151100
2013-03-01,36.959999,38.799999,36.110001,38.680000,27.375177,68601500
2013-04-01,38.669998,40.090000,37.240002,39.099998,27.672424,78881300
2013-05-01,39.070000,41.490002,37.980000,37.980000,27.137703,66082200
2013-06-01,38.009998,39.730000,35.520000,38.150002,27.259171,88907600
2013-07-01,38.389999,40.450001,37.709999,37.759998,26.980501,75765800
2013-08-01,38.049999,38.240002,36.349998,37.930000,27.384949,91509700
2013-09-01,38.180000,38.299999,34.540001,35.570000,25.681059,161453700
2013-10-01,35.630001,36.680000,34.500000,35.310001,25.493347,151983200
2013-11-01,35.240002,36.270000,34.349998,35.540001,25.954174,76603200
2013-12-01,35.540001,36.509998,32.299999,36.000000,26.290106,144908200
2014-01-01,35.990002,36.450001,33.599998,34.009998,24.836843,126932700
2014-02-01,34.060001,34.189999,31.450001,31.850000,23.528219,151965500
2014-03-01,31.719999,32.590000,30.809999,32.490002,24.000999,139968900
2014-04-01,32.599998,33.980000,32.209999,32.660000,24.126577,112681200
2014-05-01,32.709999,33.980000,32.099998,33.389999,24.983824,123289600
2014-06-01,33.450001,36.500000,33.330002,36.259998,27.131283,117200700
2014-07-01,36.299999,38.049999,35.200001,35.980000,26.921768,110332000
2014-08-01,35.959999,42.490002,35.200001,40.259998,30.470963,446885200
2014-09-01,40.310001,40.310001,37.340000,38.340000,29.017807,210140800
2014-10-01,38.349998,39.599998,33.250000,38.700001,29.290274,339097400
2014-11-01,38.720001,42.410000,37.200001,41.349998,31.651474,690492900
2014-12-01,41.150002,43.180000,37.060001,42.310001,32.386318,589835600
2015-01-01,42.310001,42.930000,39.950001,41.049999,31.421850,250967700
2015-02-01,41.360001,42.330002,40.340000,41.009998,31.736513,179607600
2015-03-01,41.020000,42.299999,39.450001,42.060001,32.549088,209947500
2015-04-01,42.450001,44.709999,41.560001,42.950001,33.237831,196668700
2015-05-01,43.009998,43.340000,41.419998,41.490002,32.461231,144619900
2015-06-01,41.369999,41.470001,38.330002,38.389999,30.035818,289995000
2015-07-01,38.450001,38.580002,34.119999,34.639999,27.101870,287011700
2015-08-01,34.349998,34.810001,28.500000,32.410000,25.711344,360206300
2015-09-01,31.820000,32.090000,25.809999,27.680000,21.958963,337609400
2015-10-01,28.219999,32.889999,26.600000,27.350000,21.697165,395554100
2015-11-01,26.360001,27.780001,22.570000,23.570000,19.048645,408328700
2015-12-01,23.600000,23.620001,14.220000,14.920000,12.057944,1509896400
2016-01-01,14.890000,16.469999,11.200000,16.450001,13.294452,760452700
2016-02-01,15.970000,18.480000,13.260000,18.090000,14.749511,575833700
2016-03-01,18.280001,19.320000,17.000000,17.860001,14.561983,492762900
2016-04-01,17.410000,19.400000,16.840000,17.760000,14.480448,380734100
2016-05-01,17.730000,18.250000,16.629999,18.080000,14.842796,309918100
2016-06-01,18.080000,18.950001,17.070000,18.719999,15.368205,339941200
2016-07-01,18.680000,22.309999,17.950001,20.330000,16.689936,389884000
2016-08-01,20.090000,22.790001,19.459999,21.850000,18.049198,297947900
2016-09-01,21.760000,23.200001,21.219999,23.129999,19.106539,357285000
2016-10-01,23.180000,23.360001,19.969999,20.430000,16.876207,357971500
2016-11-01,20.620001,22.549999,19.430000,22.200001,18.448280,285007900
2016-12-01,22.400000,22.450001,20.610001,20.709999,17.210089,287244200
2017-01-01,20.920000,22.940001,20.879999,22.340000,18.564621,257234100
2017-02-01,22.480000,23.010000,21.120001,21.309999,17.808155,224368300
2017-03-01,21.510000,21.980000,20.709999,21.740000,18.167492,257471900
2017-04-01,21.740000,21.920000,20.219999,20.629999,17.239899,208907200
2017-05-01,20.610001,20.719999,18.309999,18.760000,15.771429,291497500
2017-06-01,18.770000,19.389999,18.400000,19.160000,16.107706,276857600
2017-07-01,19.170000,21.250000,18.920000,20.430000,17.175392,215114400
2017-08-01,20.469999,20.469999,18.230000,19.330000,16.351109,207905000
2017-09-01,19.330000,19.850000,18.950001,19.180000,16.224228,175996800
2017-10-01,19.059999,19.170000,17.820000,18.110001,15.319121,263483000
2017-11-01,18.250000,18.379999,16.680000,16.830000,14.335768,394701300
2017-12-01,17.299999,18.340000,16.889999,18.070000,15.391998,284419900
2018-01-01,18.320000,19.830000,17.950001,17.980000,15.315333,358639800
2018-02-01,18.020000,18.080000,16.190001,16.200001,13.891948,305933200
2018-03-01,16.180000,16.610001,14.760000,15.060000,12.914364,390797700
2018-04-01,15.020000,16.980000,14.690000,15.820000,13.566085,300427700
2018-05-01,15.790000,16.740000,15.580000,16.680000,14.482131,334481400
2018-06-01,16.730000,17.860001,16.660000,17.670000,15.341681,288676200
2018-07-01,17.600000,18.450001,17.320000,17.780001,15.437189,229225100
2018-08-01,17.700001,18.330000,17.350000,17.700001,15.541376,241021300
2018-09-01,17.660000,18.400000,17.290001,17.730000,15.567718,228601600
2018-10-01,17.760000,18.670000,16.240000,17.020000,14.944304,410740900
2018-11-01,17.090000,17.790001,16.320000,17.070000,15.172564,285768100
2018-12-01,17.219999,17.440001,14.620000,15.380000,13.670418,342827200
2019-01-01,15.200000,18.190001,15.100000,18.100000,16.088074,372277100
2019-02-01,18.100000,19.469999,17.709999,19.160000,17.221062,262107600
2019-03-01,19.200001,20.440001,19.190001,20.010000,17.985044,348624600
2019-04-01,20.070000,20.240000,19.150000,19.870001,17.859213,283124700
2019-05-01,19.860001,20.570000,19.240000,19.950001,18.155479,298997700
2019-06-01,20.070000,21.500000,19.900000,20.879999,19.001825,284129800
2019-07-01,21.010000,21.410000,20.080000,20.620001,18.765213,259592000
2019-08-01,20.549999,20.910000,19.500000,20.270000,18.670132,318351700
2019-09-01,20.059999,20.990000,19.900000,20.610001,18.983294,216577800
2019-10-01,20.700001,20.740000,19.629999,19.980000,18.403015,245957300
2019-11-01,20.080000,20.730000,19.500000,19.610001,18.288908,260508000
2019-12-01,19.610001,21.360001,19.129999,21.170000,19.743811,241794800
2020-01-01,21.250000,21.879999,20.760000,20.870001,19.464022,292591400
2020-02-01,20.860001,22.580000,18.400000,19.170000,18.089680,274754800
2020-03-01,19.360001,20.690001,9.420000,13.920000,13.135542,631110400
2020-04-01,13.050000,15.950000,12.500000,15.230000,14.371717,378016100
2020-05-01,14.850000,16.120001,14.160000,15.800000,14.909595,258570200
2020-06-01,15.770000,17.969999,14.370000,15.170000,14.566644,316930200
2020-07-01,15.200000,15.580000,13.800000,14.100000,13.539201,271377600
2020-08-01,14.040000,14.820000,13.700000,13.820000,13.518619,243356300
2020-09-01,13.780000,13.980000,11.970000,12.330000,12.061112,283174500
2020-10-01,12.200000,13.250000,11.500000,11.900000,11.640489,339672400
2020-11-01,12.030000,15.120000,11.450000,14.380000,14.380000,379896900
2020-12-01,14.670000,15.100000,13.470000,13.670000,13.670000,405392400
2021-01-01,13.750000,15.750000,13.480000,15.640000,15.640000,178908600
