Date,Open,High,Low,Close,Adj Close,Volume
2012-11-01,11.062500,20.410000,10.430000,11.367500,6.365277,60703200
2012-12-01,11.370000,20.250000,11.027500,11.370000,6.457663,59647200
2013-01-01,20.000000,22.520000,11.517500,12.640000,7.178967,45161200
2013-02-01,12.725000,23.500000,12.140000,13.297500,7.552396,45537600
2013-03-01,13.242500,23.270000,13.222500,23.270000,13.384845,74940800
2013-04-01,14.595000,15.060000,13.947500,14.670000,8.438146,50970000
2013-05-01,14.670000,23.100000,14.262500,14.290000,8.219572,99962400
2013-06-01,14.325000,15.037500,13.277500,14.955000,8.697452,120286400
2013-07-01,15.000000,33.730000,14.732500,16.684999,9.703575,98674800
2013-08-01,16.645000,17.097500,15.640000,16.082500,9.353177,106117200
2013-09-01,16.309999,16.552500,15.375000,16.445000,9.658792,57094400
2013-10-01,16.492500,17.482500,16.002501,16.897499,9.924562,57182400
2013-11-01,16.950001,19.742500,16.787500,18.692499,11.088414,92748400
2013-12-01,18.625000,21.287500,18.174999,20.434999,12.122069,54416400
2014-01-01,20.327499,21.552500,19.495001,20.860001,12.374178,71262000
2014-02-01,20.809999,22.264999,19.635000,21.825001,12.946622,56999800
2014-03-01,21.844999,23.805000,21.684999,23.375000,13.985353,83743600
2014-04-01,23.285000,24.510000,23.020000,23.295000,13.937491,64914400
2014-05-01,23.059999,25.840000,23.030001,25.480000,15.244781,58472400
2014-06-01,25.594999,30.290001,25.459999,29.469999,17.768934,66363400
2014-07-01,29.389999,30.110001,26.584999,27.195000,16.397224,45678000
2014-08-01,27.000000,30.860001,26.709999,30.325001,18.407824,48786200
2014-09-01,30.424999,31.764999,29.504999,30.844999,18.723478,44914800
2014-10-01,30.920000,31.469999,22.940001,29.180000,17.712788,175193200
2014-11-01,29.469999,33.105000,27.674999,29.695000,18.155464,99174200
2014-12-01,29.030001,30.000000,23.570000,28.690001,17.541010,109530000
2015-01-01,28.530001,30.815001,24.840000,29.709999,18.164640,79672000
2015-02-01,30.040001,32.270000,28.000000,31.934999,19.524998,53180400
2015-03-01,31.969999,33.080002,29.840000,31.680000,19.517250,55923600
2015-04-01,31.665001,33.599998,31.639999,33.330002,20.533775,50434800
2015-05-01,33.494999,34.924999,32.474998,34.334999,21.152924,49541200
2015-06-01,34.500000,35.439999,31.410000,32.084999,19.912781,117657600
2015-07-01,32.005001,33.055000,28.530001,30.080000,18.668428,118095300
2015-08-01,29.920000,31.150000,23.600000,28.049999,17.408554,147494000
2015-09-01,27.469999,27.850000,18.620001,20.809999,13.031694,216843400
2015-10-01,21.100000,25.360001,19.520000,21.549999,13.495100,220664700
2015-11-01,21.420000,22.250000,17.170000,18.940001,11.860661,211989900
2015-12-01,18.930000,19.219999,10.840000,13.740000,8.718759,570086300
2016-01-01,13.620000,14.390000,6.600000,8.680000,5.507919,636783000
2016-02-01,8.530000,8.910000,4.000000,7.000000,4.441872,683274000
2016-03-01,7.000000,8.750000,6.370000,7.130000,4.694363,415240600
2016-04-01,6.880000,13.970000,6.400000,12.430000,8.183860,504570000
2016-05-01,12.510000,13.500000,10.560000,12.640000,8.322123,325546400
2016-06-01,12.540000,15.130000,12.100000,14.370000,9.690726,302532800
2016-07-01,14.350000,17.120001,13.450000,16.590000,11.187835,190716800
2016-08-01,16.469999,18.570000,15.510000,17.900000,12.071261,141224000
2016-09-01,17.750000,19.440001,16.020000,16.790001,11.517871,122695900
2016-10-01,16.879999,16.950001,14.740000,14.930000,10.241917,88749100
2016-11-01,15.100000,19.990000,13.770000,17.030001,11.682506,189057500
