Date,Open,High,Low,Close,Adj Close,Volume
2012-11-01,43.200001,44.599998,39.060001,44.480000,28.777353,13309300
2012-12-01,44.470001,44.599998,41.869999,43.189999,28.261530,13696000
2013-01-01,44.689999,50.630001,44.000000,50.610001,33.116821,11690300
2013-02-01,50.910000,51.740002,47.220001,50.160000,32.822372,11967800
2013-03-01,50.000000,53.910000,48.360001,53.430000,35.306030,12629700
2013-04-01,53.389999,56.290001,50.009998,53.029999,35.041702,11579700
2013-05-01,53.000000,54.700001,51.200001,51.990002,34.354481,12664800
2013-06-01,51.950001,54.750000,48.900002,54.500000,36.367378,14600700
2013-07-01,54.750000,56.450001,53.700001,54.680000,36.487480,12299300
2013-08-01,55.610001,56.779999,53.389999,54.259998,36.207218,8625100
2013-09-01,54.799999,57.180000,51.930000,56.430000,38.019478,12447100
2013-10-01,56.259998,60.590000,55.299999,60.040001,40.451706,9427700
2013-11-01,60.320000,62.639999,58.660000,62.139999,41.866581,9065900
2013-12-01,61.970001,63.860001,58.110001,63.270000,43.023163,11023600
2014-01-01,63.000000,66.820000,60.230000,66.459999,45.192348,9331800
2014-02-01,66.709999,70.989998,62.939999,67.669998,46.015129,10973700
2014-03-01,67.400002,71.250000,67.239998,69.739998,47.855125,11819200
2014-04-01,69.559998,75.150002,69.559998,74.209999,50.922421,10090900
2014-05-01,74.010002,81.930000,73.949997,81.879997,56.185535,8956100
2014-06-01,82.000000,84.410004,81.040001,84.040001,58.129654,11720700
2014-07-01,83.980003,86.720001,80.160004,80.190002,55.466640,9423800
2014-08-01,79.860001,84.500000,77.139999,83.930000,58.507206,9876600
2014-09-01,83.629997,87.500000,80.410004,84.180000,58.681477,13163500
2014-10-01,84.239998,85.129997,66.360001,81.870003,57.071205,23967400
2014-11-01,81.949997,90.080002,80.730003,82.889999,57.782215,15590600
2014-12-01,81.379997,86.709999,73.800003,82.660004,58.093994,20772300
2015-01-01,82.739998,85.849998,72.900002,77.519997,54.481575,15138400
2015-02-01,77.870003,85.089996,76.629997,82.199997,57.770710,11696700
2015-03-01,82.199997,82.650002,75.510002,76.709999,54.372513,12043100
2015-04-01,76.800003,84.989998,76.570000,83.500000,59.185322,8830100
2015-05-01,83.550003,85.489998,79.610001,79.720001,56.990276,8300700
2015-06-01,79.699997,80.290001,73.360001,73.379997,52.457935,12190800
2015-07-01,73.449997,76.040001,66.550003,70.400002,50.327599,17005600
2015-08-01,70.000000,72.910004,61.369999,70.570000,50.449120,19796100
