Date,Open,High,Low,Close,Adj Close,Volume
2015-09-01,69.510002,71.750000,55.049999,60.110001,43.433197,19389200
2015-10-01,61.200001,70.260002,59.669998,63.810001,46.106678,18191300
2015-11-01,63.459999,69.870003,61.509998,62.529999,45.736332,17358100
2015-12-01,62.610001,70.010002,54.509998,67.919998,49.678722,40694300
2016-01-01,67.370003,69.540001,55.250000,64.230003,46.979767,32512800
2016-02-01,63.680000,68.750000,55.750000,67.580002,49.430058,22829100
2016-03-01,68.360001,72.000000,66.150002,68.800003,50.950573,18010000
2016-04-01,67.050003,72.349998,63.400002,72.070000,53.372219,19414200
2016-05-01,71.790001,72.570000,68.370003,70.050003,52.468693,17622300
2016-06-01,69.389999,77.449997,69.309998,76.000000,56.925350,17915600
2016-07-01,76.080002,77.099998,70.010002,72.860001,54.573425,12747800
2016-08-01,72.480003,72.529999,68.730003,70.330002,53.288883,14320200
2016-09-01,69.959999,72.000000,67.339996,70.739998,53.599525,11979400
2016-10-01,70.599998,72.120003,66.250000,67.230003,50.940018,12422700
2016-11-01,67.230003,70.550003,64.250000,69.250000,53.113667,14536700
2016-12-01,69.730003,75.919998,68.739998,75.629997,58.007023,16997900
2017-01-01,76.419998,81.699997,73.330002,80.029999,61.381748,15213100
2017-02-01,79.470001,81.769997,77.029999,77.510002,59.448963,15747800
2017-03-01,77.730003,78.480003,75.260002,76.910004,59.625778,15903300
2017-04-01,77.260002,78.000000,74.000000,74.300003,57.602337,9711100
2017-05-01,74.510002,75.070000,71.769997,72.589996,56.933098,12887200
2017-06-01,72.510002,73.260002,67.580002,71.269997,55.897820,17065400
2017-07-01,71.610001,72.250000,68.940002,69.760002,54.713516,13756700
2017-08-01,69.779999,70.750000,63.919998,67.389999,53.529308,13104400
2017-09-01,67.519997,72.400002,67.199997,71.059998,56.444469,15209700
2017-10-01,70.660004,71.459999,65.739998,68.709999,54.577816,14751900
2017-11-01,67.800003,69.980003,63.549999,67.000000,53.219517,18405600
2017-12-01,67.000000,71.389999,64.959999,70.940002,57.101246,18515200
2018-01-01,70.989998,75.820000,70.860001,71.389999,57.463467,17140000
2018-02-01,70.500000,71.940002,62.360001,62.459999,50.275497,18539100
2018-03-01,62.709999,64.730003,54.820000,58.349998,47.588280,30406200
2018-04-01,58.099998,67.400002,56.419998,65.830002,53.688709,22807200
2018-05-01,65.769997,70.199997,65.480003,69.900002,57.008072,18358900
2018-06-01,69.900002,71.000000,67.330002,69.080002,57.129681,17797900
2018-07-01,68.800003,72.040001,66.599998,71.760002,59.346062,15987600
2018-08-01,71.559998,72.900002,67.940002,68.250000,56.443264,17742200
2018-09-01,68.220001,69.400002,67.290001,67.720001,56.774693,12902000
2018-10-01,68.029999,69.440002,60.060001,61.680000,51.710922,18675000
2018-11-01,62.070000,64.110001,59.340000,60.480000,50.704865,16941900
2018-12-01,61.799999,62.299999,54.250000,57.060001,48.592079,28592200
2019-01-01,56.500000,63.910000,56.080002,61.450001,52.330589,21330500
2019-02-01,60.970001,61.169998,56.750000,60.869999,51.836666,23829200
2019-03-01,60.959999,62.560001,59.119999,60.630001,52.503262,20772700
2019-04-01,60.869999,63.240002,60.759998,62.009998,53.698296,14427600
2019-05-01,63.090000,63.160000,59.700001,61.500000,53.256649,17104400
2019-06-01,61.560001,64.610001,61.290001,64.000000,56.338181,16072600
2019-07-01,64.570000,67.080002,63.540001,66.139999,58.221985,15688000
2019-08-01,66.449997,67.750000,63.869999,66.680000,58.697342,17457000
2019-09-01,66.050003,67.620003,65.000000,66.269997,59.245754,18201900
2019-10-01,66.290001,66.480003,62.080002,62.320000,55.714432,15499800
2019-11-01,62.389999,63.299999,58.189999,58.470001,52.272514,16332900
2019-12-01,58.560001,64.339996,57.720001,62.869999,57.144901,24033700
2020-01-01,63.000000,65.339996,61.270000,61.380001,55.790588,23998200
2020-02-01,61.389999,62.099998,52.299999,54.549999,49.582539,29202300
2020-03-01,54.900002,58.130001,22.020000,36.490002,33.739960,76109400
2020-04-01,34.650002,43.790001,32.639999,41.130001,38.030270,43094700
2020-05-01,41.130001,45.799999,39.020000,45.340000,41.922981,24744700
2020-06-01,45.570000,49.910000,40.549999,43.169998,40.902161,31202000
2020-07-01,43.450001,44.590000,39.669998,40.490002,38.362953,25607600
2020-08-01,40.500000,42.290001,37.570000,38.009998,36.013233,25370700
2020-09-01,37.959999,38.689999,33.169998,34.200001,33.241768,27505700
2020-10-01,34.150002,37.720001,32.610001,35.540001,34.544224,20624000
2020-11-01,36.150002,44.369999,33.950001,41.150002,39.997040,29999300
2020-12-01,41.630001,46.810001,40.689999,42.439999,42.439999,24356000
2021-01-01,42.799999,46.799999,41.160000,46.070000,46.070000,10344000
